terminal id,9376c986-ca66-4d2c-8639-b2894486f504,,,,,,,
terminal name,Ndego03,,,,,,,
date,s1,s2,s3,s4,s5,s6,s7,s8
1/18/2018 18:49,22.45,59.38,3.88,0,0,0,0,0
1/18/2018 19:04,21.62,61.86,3.88,0,0,0,0,0
1/18/2018 19:18,21.33,69.19,3.88,0,0,0,0,0
1/18/2018 19:33,21.23,70.57,3.88,0,0,0,0,0
1/18/2018 19:48,20.9,71.46,3.88,0,0,0,0,0
1/18/2018 20:02,20.74,71.48,3.88,0,0,0,0,0
1/18/2018 20:17,20.56,71.17,3.88,0,0,0,0,0
1/18/2018 20:32,20.44,69.75,3.88,0,0,0,0,0
1/18/2018 20:46,20.98,66.19,3.88,0,0,0,0,0
1/18/2018 21:01,21.24,65.63,3.88,0,0,0,0,0
1/18/2018 21:16,20.68,67.85,3.87,0,0,0,0,0
1/18/2018 21:45,19.9,75.19,3.87,0,0,0,0,0
1/18/2018 22:00,19.54,75.47,3.87,0,0,0,0,0
1/18/2018 22:15,19.26,78.16,3.87,0,0,0,0,0
1/18/2018 22:29,19.26,81.51,3.87,0,0,0,0,0
1/18/2018 22:44,19.23,80.17,3.87,0,0,0,0,0
1/18/2018 22:59,18.77,82.81,3.87,0,0,0,0,0
1/18/2018 23:14,18.97,82.7,3.87,0,0,0,0,0
1/18/2018 23:28,18.8,82.87,3.86,0,0,0,0,0
1/18/2018 23:43,19.04,77.93,3.86,0,0,0,0,0
1/18/2018 23:57,18.56,82.41,3.86,0,0,0,0,0
1/19/2018 0:12,18.4,81.87,3.86,0,0,0,0,0
1/19/2018 0:27,19.13,72.99,3.86,0,0,0,0,0
1/19/2018 0:42,19.36,71.88,3.86,0,0,0,0,0
1/19/2018 0:56,18.6,75.12,3.86,0,0,0,0,0
1/19/2018 5:36,21.94,74.21,3.86,0,0,0,0,0
1/19/2018 5:51,22.47,70.16,3.86,0,0,0,0,0
1/19/2018 6:21,23.66,67.63,3.87,0,0,0,0,0
1/19/2018 6:35,24.51,64.84,3.87,0,0,0,0,0
1/19/2018 6:50,25.13,61.79,3.88,0,0,0,0,0
1/19/2018 7:05,26.37,55.59,3.88,0,0,0,0,0
1/19/2018 7:19,26.11,55.89,3.88,0,0,0,0,0
1/19/2018 7:34,27.57,50.53,3.89,0,0,0,0,0
1/19/2018 7:49,28.08,48.83,3.88,0,0,0,0,0
1/19/2018 8:04,27.89,50.89,3.88,0,0,0,0,0
1/19/2018 8:18,27.15,53.65,3.88,0,0,0,0,0
1/19/2018 8:33,27.23,52.89,3.88,0,0,0,0,0
1/19/2018 8:48,27.39,51.02,3.88,0,0,0,0,0
1/19/2018 9:03,28.24,51.78,3.89,0,0,0,0,0
1/19/2018 9:17,28.79,45.82,3.89,0,0,0,0,0
1/19/2018 9:32,30.55,43.88,3.89,0,0,0,0,0
1/19/2018 9:47,31.23,43.51,3.89,0,0,0,0,0
1/19/2018 10:02,32.11,37.58,3.89,0,0,0,0,0
1/19/2018 10:16,32.47,37.41,3.89,0,0,0,0,0
1/19/2018 10:31,32.36,38.44,3.89,0,0,0,0,0
1/19/2018 10:46,34.55,35.77,3.89,0,0,0,0,0
1/19/2018 11:00,33.2,34.58,3.89,0,0,0,0,0
1/19/2018 11:15,33.77,34.74,3.9,0,0,0,0,0
1/19/2018 11:30,31.06,39.22,3.9,0,0,0,0,0
1/19/2018 11:44,30.49,40.05,3.9,0,0,0,0,0
1/19/2018 11:59,30.16,39.06,3.9,0,0,0,0,0
1/19/2018 12:14,28.88,43.22,3.9,0,0,0,0,0
1/19/2018 12:28,26.6,51.34,3.9,0,0,0,0,0
1/19/2018 12:43,27,50,3.9,0,0,0,0,0
1/19/2018 12:58,26.08,53.02,3.91,0,0,0,0,0
1/19/2018 13:12,26.12,52.07,3.9,0,0,0,0,0
1/19/2018 13:27,25.99,53.14,3.9,0,0,0,0,0
1/19/2018 13:42,26.38,52.74,3.9,0,0,0,0,0
1/19/2018 13:57,26.64,52.59,3.9,0,0,0,0,0
1/19/2018 14:11,26.06,55.8,3.9,0,0,0,0,0
1/19/2018 14:26,26.1,54.42,3.9,0,0,0,0,0
1/19/2018 14:41,25.73,54.52,3.9,0,0,0,0,0
1/19/2018 14:55,25.83,55.42,3.9,0,0,0,0,0
1/19/2018 15:10,25.07,59.45,3.89,0,0,0,0,0
1/19/2018 15:25,24.56,62.23,3.89,0,0,0,0,0
1/19/2018 15:39,24.31,63.24,3.89,0,0,0,0,0
1/19/2018 15:54,24.02,64.34,3.89,0,0,0,0,0
1/19/2018 16:09,23.67,66.13,3.89,0,0,0,0,0
1/19/2018 16:23,23.44,67.16,3.89,0,0,0,0,0
1/19/2018 16:38,23.2,69.04,3.89,0,0,0,0,0
1/19/2018 16:53,23.16,69.55,3.89,0,0,0,0,0
1/19/2018 17:07,22.84,64.94,3.88,0,0,0,0,0
1/19/2018 17:22,22.39,63.4,3.88,0,0,0,0,0
1/19/2018 17:37,22.29,64,3.88,0,0,0,0,0
1/19/2018 17:51,22.31,64,3.88,0,0,0,0,0
1/19/2018 18:06,22.14,66.5,3.88,0,0,0,0,0
1/19/2018 18:21,22.22,65.94,3.88,0,0,0,0,0
1/19/2018 18:36,22.35,68.32,3.88,0,0,0,0,0
1/19/2018 18:50,22.44,69.42,3.88,0,0,0,0,0
1/19/2018 19:05,22.26,69.55,3.88,0,0,0,0,0
1/19/2018 19:20,22.22,71.04,3.88,0,0,0,0,0
1/19/2018 19:34,22.16,72.75,3.88,0,0,0,0,0
1/19/2018 19:49,21.81,72.54,3.88,0,0,0,0,0
1/19/2018 20:04,21.83,73.7,3.88,0,0,0,0,0
1/19/2018 20:18,21.6,74.45,3.88,0,0,0,0,0
1/19/2018 20:33,21.46,75.47,3.87,0,0,0,0,0
1/19/2018 20:48,21.7,73.76,3.87,0,0,0,0,0
1/19/2018 21:02,21.81,71.07,3.87,0,0,0,0,0
1/19/2018 21:17,21.47,73.47,3.87,0,0,0,0,0
1/19/2018 21:32,21.37,72.62,3.87,0,0,0,0,0
1/19/2018 21:47,21.21,72.56,3.87,0,0,0,0,0
1/19/2018 22:01,20.81,76.04,3.87,0,0,0,0,0
1/19/2018 22:16,20.76,75.28,3.87,0,0,0,0,0
1/19/2018 22:31,21.12,74.05,3.87,0,0,0,0,0
1/19/2018 22:45,21.14,73.32,3.87,0,0,0,0,0
1/19/2018 23:00,20.7,76.66,3.87,0,0,0,0,0
1/19/2018 23:15,20.37,79.07,3.86,0,0,0,0,0
1/19/2018 23:29,20.14,81.29,3.86,0,0,0,0,0
1/19/2018 23:44,19.83,81.48,3.86,0,0,0,0,0
1/19/2018 23:59,19.6,82.49,3.86,0,0,0,0,0
1/20/2018 6:37,25.26,61.08,3.86,0,0,0,0,0
1/20/2018 6:51,25.83,58.61,3.87,0,0,0,0,0
1/20/2018 7:06,25.92,57.17,3.88,0,0,0,0,0
1/20/2018 7:21,25.58,57.86,3.88,0,0,0,0,0
1/20/2018 7:36,26.2,56.63,3.87,0,0,0,0,0
1/20/2018 7:50,24.19,63.46,3.88,0,0,0,0,0
1/20/2018 8:05,23.95,65.1,3.88,0,0,0,0,0
1/20/2018 8:20,24.38,62.86,3.88,0,0,0,0,0
1/20/2018 8:34,24.33,64.84,3.88,0,0,0,0,0
1/20/2018 8:49,23.51,67.95,3.89,0,0,0,0,0
1/20/2018 9:04,22.78,70.27,3.88,0,0,0,0,0
1/20/2018 9:18,22.71,69.97,3.88,0,0,0,0,0
1/20/2018 9:33,22.52,70.92,3.88,0,0,0,0,0
1/20/2018 9:48,22.47,70.83,3.88,0,0,0,0,0
1/20/2018 10:03,23.21,67.58,3.88,0,0,0,0,0
1/20/2018 10:17,22.74,69.1,3.88,0,0,0,0,0
1/20/2018 10:32,22.89,70.49,3.88,0,0,0,0,0
1/20/2018 10:47,23.3,70.42,3.88,0,0,0,0,0
1/20/2018 11:01,23.12,69.08,3.88,0,0,0,0,0
1/20/2018 11:16,23.01,69.55,3.88,0,0,0,0,0
1/20/2018 11:31,23.88,68.05,3.89,0,0,0,0,0
1/20/2018 11:46,24.26,64.8,3.89,0,0,0,0,0
1/20/2018 12:00,24.69,63.66,3.89,0,0,0,0,0
1/20/2018 12:30,25.87,60.15,3.89,0,0,0,0,0
1/20/2018 12:45,27.52,54.2,3.89,0,0,0,0,0
1/20/2018 12:59,26.24,55.29,3.89,0,0,0,0,0
1/20/2018 13:29,26.86,51.56,3.89,0,0,0,0,0
1/20/2018 13:44,27.37,50.96,3.89,0,0,0,0,0
1/20/2018 13:58,27.46,51.29,3.89,0,0,0,0,0
1/20/2018 14:13,26.72,56.39,3.9,0,0,0,0,0
1/20/2018 14:28,25.26,57.6,3.9,0,0,0,0,0
1/20/2018 14:42,25.01,60.93,3.89,0,0,0,0,0
1/20/2018 14:57,24.7,59.18,3.9,0,0,0,0,0
1/20/2018 15:11,24.28,60.6,3.89,0,0,0,0,0
1/20/2018 15:26,23.46,63.43,3.89,0,0,0,0,0
1/20/2018 15:41,22.91,69.33,3.89,0,0,0,0,0
1/20/2018 15:55,22.72,68.81,3.89,0,0,0,0,0
1/20/2018 16:10,22.42,70.88,3.89,0,0,0,0,0
1/20/2018 16:25,22.23,73.23,3.89,0,0,0,0,0
1/20/2018 16:39,21.91,75.13,3.89,0,0,0,0,0
1/20/2018 16:54,21.57,75.47,3.88,0,0,0,0,0
1/20/2018 17:09,21.41,73.48,3.88,0,0,0,0,0
1/20/2018 17:24,21.18,73.47,3.88,0,0,0,0,0
1/20/2018 17:38,20.9,76.67,3.88,0,0,0,0,0
1/20/2018 17:53,20.65,76.78,3.88,0,0,0,0,0
1/20/2018 18:08,20.78,73.11,3.88,0,0,0,0,0
1/20/2018 18:22,20.6,73,3.88,0,0,0,0,0
1/20/2018 18:37,20.47,74.52,3.88,0,0,0,0,0
1/20/2018 18:52,20.15,77.13,3.88,0,0,0,0,0
1/20/2018 19:06,19.95,79.14,3.88,0,0,0,0,0
1/20/2018 19:21,20.21,79.56,3.88,0,0,0,0,0
1/20/2018 19:36,20.34,78.38,3.87,0,0,0,0,0
1/20/2018 19:51,20.24,79.43,3.87,0,0,0,0,0
1/20/2018 20:05,20.37,78.6,3.87,0,0,0,0,0
1/20/2018 20:20,20.52,78.08,3.87,0,0,0,0,0
1/20/2018 20:49,20.1,80.26,3.87,0,0,0,0,0
1/20/2018 21:04,20.18,79.88,3.87,0,0,0,0,0
1/20/2018 21:19,19.19,90.04,3.87,0,0,0,0,0
1/20/2018 21:33,18.54,93.72,3.86,0,0,0,0,0
1/20/2018 21:48,18.38,94.26,3.86,0,0,0,0,0
1/20/2018 22:03,18.46,94.75,3.86,0,0,0,0,0
1/20/2018 22:18,18.21,95.06,3.86,0,0,0,0,0
1/20/2018 22:32,18.08,95.25,3.86,0,0,0,0,0
1/20/2018 22:47,18.13,95.22,3.86,0,0,0,0,0
1/21/2018 5:54,24.49,65.89,3.86,0,0,0,0,0
1/21/2018 6:09,25.19,63.59,3.86,0,0,0,0,0
1/21/2018 6:24,24.96,61.31,3.87,0,0,0,0,0
1/21/2018 6:39,26.37,52.87,3.87,0,0,0,0,0
1/21/2018 6:53,26.47,47.79,3.88,0,0,0,0,0
1/21/2018 7:08,26.46,51.67,3.88,0,0,0,0,0
1/21/2018 7:23,27.78,46.83,3.88,0,0,0,0,0
1/21/2018 7:38,27.82,47.26,3.88,0,0,0,0,0
1/21/2018 7:52,28.23,48.13,3.89,0,0,0,0,0
1/21/2018 8:07,26.62,49.86,3.88,0,0,0,0,0
1/21/2018 8:36,26.92,50.47,3.88,0,0,0,0,0
1/21/2018 9:06,27.52,50.91,3.88,0,0,0,0,0
1/21/2018 9:21,27.62,46.94,3.88,0,0,0,0,0
1/21/2018 9:35,28.75,44.15,3.89,0,0,0,0,0
1/21/2018 9:50,30.16,40.43,3.89,0,0,0,0,0
1/21/2018 10:20,30.86,39.16,3.89,0,0,0,0,0
1/21/2018 10:49,32.72,34.57,3.89,0,0,0,0,0
1/21/2018 11:19,29.5,40.84,3.89,0,0,0,0,0
1/21/2018 11:33,29.18,42.27,3.89,0,0,0,0,0
1/21/2018 11:48,28.01,44.4,3.89,0,0,0,0,0
1/21/2018 12:03,32.86,36.6,3.9,0,0,0,0,0
1/21/2018 12:17,34.78,31.2,3.9,0,0,0,0,0
1/21/2018 12:32,33.88,31.42,3.9,0,0,0,0,0
1/21/2018 12:47,33.71,31.51,3.9,0,0,0,0,0
1/21/2018 13:16,35.19,31.24,3.9,0,0,0,0,0
1/21/2018 13:46,29.77,36.66,3.9,0,0,0,0,0
1/21/2018 14:30,30.88,42.76,3.9,0,0,0,0,0
1/21/2018 14:45,29.15,46,3.9,0,0,0,0,0
1/21/2018 15:29,28.46,44.38,3.9,0,0,0,0,0
1/21/2018 15:44,26.93,48.66,3.9,0,0,0,0,0
1/21/2018 15:58,24.8,58.03,3.9,0,0,0,0,0
1/21/2018 16:13,23.39,61.57,3.9,0,0,0,0,0
1/21/2018 16:27,22.72,63.84,3.9,0,0,0,0,0
1/21/2018 16:42,22.38,65.24,3.9,0,0,0,0,0
1/21/2018 16:57,22.08,63.79,3.89,0,0,0,0,0
1/21/2018 17:12,22.06,64.52,3.89,0,0,0,0,0
1/21/2018 17:26,22.11,66.58,3.89,0,0,0,0,0
1/21/2018 17:41,21.58,69.37,3.89,0,0,0,0,0
1/21/2018 17:56,21.64,70.48,3.89,0,0,0,0,0
1/21/2018 18:10,20.71,73.34,3.89,0,0,0,0,0
1/21/2018 18:25,20.81,69.57,3.89,0,0,0,0,0
1/21/2018 18:40,20.9,70.23,3.89,0,0,0,0,0
1/21/2018 18:54,20.67,67.51,3.88,0,0,0,0,0
1/21/2018 19:09,20.7,67.97,3.88,0,0,0,0,0
1/21/2018 19:24,20.37,70.61,3.88,0,0,0,0,0
1/21/2018 19:38,20.52,71.85,3.88,0,0,0,0,0
1/21/2018 19:53,20.36,73.74,3.88,0,0,0,0,0
1/21/2018 20:08,20.06,74.66,3.88,0,0,0,0,0
1/21/2018 20:23,20.06,75.52,3.88,0,0,0,0,0
1/21/2018 20:37,20.53,70.47,3.88,0,0,0,0,0
1/21/2018 20:52,20.58,71.26,3.88,0,0,0,0,0
