terminal id,3b17a818-7ced-4761-abae-541053c323c2,,,,,,,
terminal name,Rwinkwavu01,,,,,,,
date,s1,s2,s3,s4,s5,s6,s7,s8
1/13/2018 6:23,20.72,100.19,3.8,0,0,0,0,0
1/13/2018 6:38,20.7,100.19,3.8,0,0,0,0,0
1/13/2018 6:52,20.69,100.21,3.8,0,0,0,0,0
1/13/2018 7:07,20.67,100.22,3.79,0,0,0,0,0
1/13/2018 7:22,20.67,100.23,3.79,0,0,0,0,0
1/13/2018 7:36,20.67,100.22,3.79,0,0,0,0,0
1/13/2018 7:51,20.68,100.22,3.79,0,0,0,0,0
1/13/2018 8:06,20.68,100.22,3.79,0,0,0,0,0
1/13/2018 8:20,20.69,100.23,3.79,0,0,0,0,0
1/13/2018 8:35,20.68,100.23,3.79,0,0,0,0,0
1/13/2018 8:50,20.7,100.23,3.79,0,0,0,0,0
1/13/2018 8:58,615.35,-6274.38,0.01,0,0,0,0,0
1/13/2018 9:04,20.71,100.24,3.79,0,0,0,0,0
1/13/2018 9:19,20.74,100.22,3.79,0,0,0,0,0
1/13/2018 9:34,20.74,100.21,3.79,0,0,0,0,0
1/13/2018 9:48,20.78,100.21,3.79,0,0,0,0,0
1/15/2018 2:21,21,100.9,3.66,0,0,0,0,0
1/15/2018 2:36,20.98,100.9,3.66,0,0,0,0,0
1/15/2018 2:50,20.95,100.89,3.66,0,0,0,0,0
1/15/2018 3:05,20.92,100.93,3.66,0,0,0,0,0
1/15/2018 3:20,20.91,100.92,3.66,0,0,0,0,0
1/15/2018 3:34,20.88,100.91,3.65,0,0,0,0,0
1/15/2018 4:04,20.84,100.94,3.65,0,0,0,0,0
1/15/2018 4:33,20.78,100.93,3.65,0,0,0,0,0
1/15/2018 4:48,20.76,100.96,3.65,0,0,0,0,0
1/15/2018 5:02,20.74,100.96,3.65,0,0,0,0,0
1/15/2018 5:17,20.7,100.99,3.65,0,0,0,0,0
1/15/2018 5:32,20.68,100.98,3.65,0,0,0,0,0
1/15/2018 5:46,20.66,101,3.65,0,0,0,0,0
1/15/2018 6:01,20.64,101.01,3.65,0,0,0,0,0
1/15/2018 6:16,20.62,101.01,3.65,0,0,0,0,0
1/15/2018 6:30,20.6,101,3.64,0,0,0,0,0
1/15/2018 6:45,20.58,100.99,3.64,0,0,0,0,0
1/15/2018 7:00,20.54,100.99,3.64,0,0,0,0,0
1/15/2018 7:14,20.55,101.01,3.64,0,0,0,0,0
1/15/2018 7:29,20.53,100.98,3.64,0,0,0,0,0
1/15/2018 7:44,20.53,100.98,3.64,0,0,0,0,0
1/15/2018 7:58,20.52,100.98,3.63,0,0,0,0,0
1/15/2018 8:13,20.52,100.98,3.63,0,0,0,0,0
1/15/2018 8:28,20.5,100.98,3.63,0,0,0,0,0
1/15/2018 8:42,20.51,101.02,3.63,0,0,0,0,0
1/15/2018 8:57,20.51,100.97,3.63,0,0,0,0,0
1/15/2018 9:12,20.5,100.98,3.63,0,0,0,0,0
1/15/2018 9:26,20.49,100.98,3.63,0,0,0,0,0
1/15/2018 9:41,20.51,100.98,3.63,0,0,0,0,0
1/15/2018 9:56,20.52,100.98,3.62,0,0,0,0,0
1/15/2018 10:10,20.52,100.98,3.62,0,0,0,0,0
1/15/2018 10:25,20.54,100.98,3.62,0,0,0,0,0
1/15/2018 10:40,20.54,100.99,3.62,0,0,0,0,0
1/15/2018 10:54,20.54,100.95,3.62,0,0,0,0,0
1/15/2018 11:09,20.57,100.95,3.62,0,0,0,0,0
1/15/2018 11:24,20.58,100.95,3.62,0,0,0,0,0
1/15/2018 11:39,20.6,100.94,3.62,0,0,0,0,0
1/15/2018 11:53,20.64,100.89,3.62,0,0,0,0,0
1/15/2018 12:08,20.66,100.9,3.61,0,0,0,0,0
1/15/2018 12:23,20.72,100.87,3.61,0,0,0,0,0
1/15/2018 12:37,20.78,100.85,3.61,0,0,0,0,0
1/15/2018 12:52,20.88,100.79,3.61,0,0,0,0,0
1/15/2018 13:07,20.96,100.77,3.61,0,0,0,0,0
1/15/2018 13:21,21.07,100.71,3.61,0,0,0,0,0
1/15/2018 13:36,21.16,100.63,3.61,0,0,0,0,0
1/15/2018 13:51,21.26,100.56,3.61,0,0,0,0,0
1/15/2018 14:05,21.37,100.55,3.61,0,0,0,0,0
1/15/2018 14:20,21.48,100.48,3.6,0,0,0,0,0
1/15/2018 14:35,21.56,100.44,3.6,0,0,0,0,0
1/15/2018 14:49,21.66,100.38,3.6,0,0,0,0,0
1/15/2018 15:04,21.78,100.34,3.6,0,0,0,0,0
1/15/2018 15:18,21.85,100.3,3.6,0,0,0,0,0
1/15/2018 15:33,21.93,100.32,3.6,0,0,0,0,0
1/15/2018 15:48,22,100.26,3.6,0,0,0,0,0
1/15/2018 16:02,22.05,100.27,3.6,0,0,0,0,0
1/15/2018 16:17,22.11,100.29,3.59,0,0,0,0,0
1/15/2018 16:32,22.17,100.28,3.59,0,0,0,0,0
1/15/2018 16:46,22.19,100.27,3.59,0,0,0,0,0
1/15/2018 17:01,22.23,100.33,3.59,0,0,0,0,0
1/15/2018 17:16,22.27,100.33,3.59,0,0,0,0,0
1/15/2018 17:30,22.28,100.34,3.59,0,0,0,0,0
1/15/2018 17:45,22.3,100.39,3.59,0,0,0,0,0
1/15/2018 18:00,22.3,100.38,3.59,0,0,0,0,0
1/15/2018 18:14,22.3,100.41,3.59,0,0,0,0,0
1/15/2018 18:29,22.3,100.43,3.59,0,0,0,0,0
1/15/2018 18:44,22.3,100.48,3.58,0,0,0,0,0
1/15/2018 18:58,22.3,100.49,3.58,0,0,0,0,0
1/15/2018 19:13,22.28,100.51,3.58,0,0,0,0,0
1/15/2018 19:27,22.26,100.55,3.58,0,0,0,0,0
1/15/2018 19:42,22.25,100.59,3.58,0,0,0,0,0
1/15/2018 19:57,22.21,100.61,3.58,0,0,0,0,0
1/15/2018 20:11,22.17,100.65,3.58,0,0,0,0,0
1/15/2018 20:26,22.12,100.68,3.58,0,0,0,0,0
1/15/2018 20:41,22.08,100.73,3.58,0,0,0,0,0
1/15/2018 20:55,22.03,100.73,3.58,0,0,0,0,0
1/15/2018 21:10,21.98,100.76,3.58,0,0,0,0,0
1/15/2018 21:25,21.94,100.79,3.58,0,0,0,0,0
1/15/2018 21:39,21.89,100.83,3.57,0,0,0,0,0
1/15/2018 21:54,21.86,100.86,3.57,0,0,0,0,0
1/15/2018 22:09,21.8,100.88,3.57,0,0,0,0,0
1/15/2018 22:23,21.76,100.87,3.57,0,0,0,0,0
1/15/2018 22:38,21.73,100.9,3.57,0,0,0,0,0
1/15/2018 22:53,21.68,100.91,3.57,0,0,0,0,0
1/15/2018 23:07,21.64,100.92,3.57,0,0,0,0,0
1/15/2018 23:22,21.6,100.95,3.57,0,0,0,0,0
1/15/2018 23:36,21.56,100.94,3.57,0,0,0,0,0
1/15/2018 23:51,21.52,100.97,3.57,0,0,0,0,0
1/16/2018 0:06,21.48,100.98,3.56,0,0,0,0,0
1/16/2018 0:20,21.44,100.99,3.56,0,0,0,0,0
1/16/2018 0:35,21.4,100.98,3.56,0,0,0,0,0
1/16/2018 0:50,21.36,100.96,3.56,0,0,0,0,0
1/16/2018 1:04,21.32,101,3.56,0,0,0,0,0
1/16/2018 1:19,21.28,101.03,3.56,0,0,0,0,0
1/16/2018 1:34,21.23,101.01,3.55,0,0,0,0,0
1/16/2018 1:49,21.19,101.05,3.55,0,0,0,0,0
1/16/2018 2:03,21.16,101.04,3.54,0,0,0,0,0
1/16/2018 2:18,21.11,101.07,3.54,0,0,0,0,0
1/16/2018 2:32,21.08,101.1,3.53,0,0,0,0,0
